substance,paper,journal,year,authors,reprint,contact_name,contact_email,abstract,last_sent_date,thread_id,follow_up_date,keep,comments
NIC,Effect of smoking on resting-state functional connectivity in smokers: An fMRI study,Respirology,2017,"Zhou, Shuang; Xiao, Dan; Peng, Peng; Wang, Shuang-Kun; Liu, Zhao; Qin, Hai-Yan; Li, Sheng-Shu; Wang, Chen","Xiao, D (corresponding author), China Japan Friendship Hosp, 2 East Yinghua Rd, Beijing 100029, Peoples R China.",Xiao,someemail@address.com,"Background and objectiveSmoking is a leading cause of death in the world. Aberrant brain function has been repeatedly linked to tobacco smoking. However, little is known about insula-based resting-state functional connectivity (rsFC) in non-deprived tobacco-dependent smokers. This study characterized the correlation between insula-based rsFC and tobacco dependence severity in non-deprived smokers. MethodsA total of 37 male smokers and 37 age-matched male non-smokers completed resting-state functional MRI (fMRI) scans. The insula-based rsFC differences between smokers and controls were investigated and the correlation between insula-based rsFC and FTND (Fagerstrom Test for Nicotine Dependence) scores were then assessed. ResultsCompared with controls, smokers showed significantly lower rsFC between orbitofrontal cortex, superior frontal gyrus, temporal lobe and insula. The rsFC between orbitofrontal cortex, temporal lobe, inferior parietal cortex, occipital lobe and insula was positively correlated with FTND. However, the rsFC between anterior cingulate cortex and insula was negatively correlated with FTND. ConclusionOur findings suggest differences in brain functional connectivity between smokers and non-smokers. This study sheds new insights into the neural mechanisms of tobacco dependence. In this study, 37 male smokers and 37 age-matched male non-smokers completed resting-state functional MRI (fMRI) scans. These findings provide new insights into the neural mechanisms of tobacco dependence.",2021/12/8,17cc7ac95fcd7a43,2021/12/28,1,
ALC,Multi-modal MRI classifiers identify excessive alcohol consumption and treatment effects in the brain,Addict. Biol.,2017,"Cosa, Alejandro; Moreno, Andrea; Pacheco-Torres, Jesos; Ciccocioppo, Roberto; Hyytia, Petri; Sommer, Wolfgang H.; Moratal, David; Canals, Santiago","Moratal, D (corresponding author), Univ Politecn Valencia, Ctr Biomat & Tissue Engn, E-46022 Valencia, Spain.; Canals, S (corresponding author), Univ Miguel Hernandez, Consejo Super Invest Cient, Inst Neurociencias, Campus St Joan, Apt 18, Alicante 03550, Spain.",Moratal,someemail@address.com,"Robust neuroimaging markers of neuropsychiatric disorders have proven difficult to obtain. In alcohol use disorders, profound brain structural deficits can be found in severe alcoholic patients, but the heterogeneity of unimodal MRI measurements has so far precluded the identification of selective biomarkers, especially for early diagnosis. In the present work we used a combination of multiple MRI modalities to provide comprehensive and insightful descriptions of brain tissue microstructure. We performed a longitudinal experiment using Marchigian-Sardinian (msP) rats, an established model of chronic excessive alcohol consumption, and acquired multi-modal images before and after 1 month of alcohol consumption (6.8 +/- 1.4 g/kg/day, mean +/- SD), as well as after 1 week of abstinence with or without concomitant treatment with the antirelapse opioid antagonist naltrexone (2.5mg/kg/day). We found remarkable sensitivity and selectivity to accurately classify brains affected by alcohol even after the relative short exposure period. One month drinking was enough to imprint a highly specific signature of alcohol consumption. Brain alterations were regionally specific and affected both gray and white matter and persisted into the early abstinence state without any detectable recovery. Interestingly, naltrexone treatment during early abstinence resulted in subtle brain changes that could be distinguished from non-treated abstinent brains, suggesting the existence of an intermediate state associated with brain recovery from alcohol exposure induced by medication. The presented framework is a promising tool for the development of biomarkers for clinical diagnosis of alcohol use disorders, with capacity to further inform about its progression and response to treatment.",2021/12/8,17cc7ac97507dcef,2021/12/28,1,
NIC,Neural correlates of response inhibition in current and former smokers,Behav. Brain Res.,2017,"Weywadt, Christina R.; Kiehl, Kent A.; Claus, Eric D.","Claus, ED (corresponding author), Mind Res Network, 1101 Yale Blvd NE, Albuquerque, NM 87106 USA.; Claus, ED (corresponding author), Lovelace Resp Res Inst, 1101 Yale Blvd NE, Albuquerque, NM 87106 USA.",Claus,someemail@address.com,"Loss of behavioral control is a hallmark of addiction. Individual differences in basic cognitive processes such as response inhibition may be important for interrupting automatic behaviors associated with smoking and supporting prolonged abstinence. To examine how response inhibition and error monitoring processes differ as a function of smoking status, current smokers, former smokers and never smokers (N = 126) completed a simple Go/No-Go task while undergoing functional magnetic resonance imaging. All groups performed similarly on the task and similarly engaged the inferior frontal gyrus and dorsal anterior cingulate cortex, regions traditionally associated with response inhibition and error monitoring, respectively. During response inhibition (i.e., Correct Rejects > Hits contrast), overall group differences emerged in the recruitment of the cerebellum, while individual group differences in error monitoring (False Alarms > Hits contrast) were seen for regions of the parietal lobe and thalamus (current smokers > former smokers), as well as regions of the bilateral cerebellum, parahippocampal gyrus and superior parietal lobe (i.e., ever smokers > never smokers). We discuss how our results replicate two previous large sample studies that used the same Go/No-Go task and review these data in terms of network models of inhibitory and error monitoring abnormalities in addiction. (C) 2016 Elsevier B.V. All rights reserved.",2021/12/8,17cc7ac9946bb56b,2021/12/28,0,intreasted  edc5208@psu.edu
ALC,"Structural brain anomalies in healthy adolescents in the NCANDA cohort: relation to neuropsychological test performance, sex, and ethnicity",Brain Imaging Behav.,2017,"Sullivan, Edith V.; Lane, Barton; Kwon, Dongjin; Meloy, M. J.; Tapert, Susan F.; Brown, Sandra A.; Colrain, Ian M.; Baker, Fiona C.; De Bellis, Michael D.; Clark, Duncan B.; Nagel, Bonnie J.; Pohl, Kilian M.; Pfefferbaum, Adolf","Sullivan, EV (corresponding author), Stanford Univ, Sch Med, Dept Psychiat & Behav Sci, 401 Quarry Rd, Stanford, CA 94305 USA.",Sullivan,someemail@address.com,"Structural MRI of volunteers deemed normal following clinical interview provides a window into normal brain developmental morphology but also reveals unexpected dysmorphology, commonly known as incidental findings. Although unanticipated, these anatomical findings raise questions regarding possible treatment that could even ultimately require neurosurgical intervention, which itself carries significant risk but may not be indicated if the anomaly is nonprogressive or of no functional consequence. Neuroradiological readings of 833 structural MRI from the National Consortium on Alcohol and NeuroDevelopment in Adolescence (NCANDA) cohort found an 11.8 % incidence of brain structural anomalies, represented proportionately across the five collection sites and ethnic groups. Anomalies included 26 mega cisterna magna, 15 subarachnoid cysts, 12 pineal cysts, 12 white matter dysmorphologies, 5 tonsillar ectopias, 5 prominent perivascular spaces, 5 gray matter heterotopias, 4 pituitary masses, 4 excessively large or asymmetrical ventricles, 4 cavum septum pellucidum, 3 developmental venous anomalies, 1 exceptionally large midsagittal vein, and single cases requiring clinical followup: cranio-cervical junction stenosis, parietal cortical mass, and Chiari I malformation. A case of possible demyelinating disorder (e.g., neuromyelitis optica or multiple sclerosis) newly emerged at the 1-year NCANDA followup, requiring clinical referral. Comparing test performance of the 98 anomalous cases with 619 anomaly-free no-to-low alcohol consuming adolescents revealed significantly lower scores on speed measures of attention and motor functions; these differences were not attributed to any one anomaly subgroup. Further, we devised an automated approach for quantifying posterior fossa CSF volumes for detection of mega cisterna magna, which represented 26.5 % of clinically identified anomalies. Automated quantification fit a Gaussian distribution with a rightward skew. Using a 3SD cut-off, quantification identified 22 of the 26 clinically-identified cases, indicating that cases with percent of CSF in the posterior-inferior-middle aspect of the posterior fossa >= 3SD merit further review, and support complementing clinical readings with objective quantitative analysis. Discovery of asymptomatic brain structural anomalies, even when no clinical action is indicated, can be disconcerting to the individual and responsible family members, raising a disclosure dilemma: refrain from relating the incidental findings to avoid unnecessary alarm or anxiety; or alternatively, relate the neuroradiological findings as normal variants to the study volunteers and family, thereby equipping them with knowledge for the future should they have the occasion for a brain scan following an illness or accident that the incidental findings predated the later event.",2021/12/8,17cc7ac997c4b3fb,2021/12/28,1,
NIC,Sex-specific effects of cigarette smoking on caudate and amygdala volume and resting-state functional connectivity,Brain Imaging Behav.,NA,"Lin, Fuchun; Han, Xu; Wang, Yao; Ding, Weina; Sun, Yawen; Zhou, Yan; Lei, Hao","Lin, FC (corresponding author), Chinese Acad Sci, Natl Ctr Magnet Resonance Wuhan, Wuhan Inst Phys & Math, State Key Lab Magnet Resonance & Atom & Mol Phys, Wuhan 430071, Hubei, Peoples R China.; Lin, FC (corresponding author), Univ Chinese Acad Sci, Beijing 100049, Peoples R China.; Zhou, Y (corresponding author), Shanghai Jiao Tong Univ, Ren Ji Hosp, Sch Med, Dept Radiol, Shanghai 200127, Peoples R China.",Lin,someemail@address.com,"Recent studies have demonstrated sex-specific differences in etiology, course and brain dysfunction that are associated with cigarette smoking. However, little is known about sex-specific differences in subcortical structure and function. In this study, structural and resting-state functional magnetic resonance imaging (fMRI) data were collected from 60 cigarette smokers (25 females) and 67 nonsmokers (28 females). The structural MRI was applied to identify deficits in sex-specific subcortical volume. Using resting-state fMRI, sex-related alterations in resting-state functional connectivity (rsFC) were investigated in subcortical nuclei with volume deficits as seed regions. Compared to nonsmokers, male but not female smokers demonstrated a significantly smaller volume in the left caudate, while female but not male smokers showed a smaller volume in the right amygdala. Resting-state FC analysis revealed that male but not female smokers had increased rsFC between the left caudate and the left prefrontal cortex but decreased rsFC within the bilateral caudate and between the right amygdala and right orbitofrontal cortex (OFC). Furthermore, the right amygdala volume was negatively correlated with the impulsivity score in female but not male smokers. The rsFC of the right amygdala-OFC circuit was negatively associated with the craving score in male but not female smokers. These findings indicate that cigarette smoking may have differential effects on the caudate and amygdala volumes as well as rsFC between men and women, contributing to our knowledge of sex-specific effects of nicotine addiction. Such sex-specific differences in subcortical structure and function may provide a methodological framework for the development of sex-specific relapse prevention therapies.",2021/12/8,17cc7ac9a161df90,2021/12/28,1,
NIC,Frequency-Specific Abnormalities Of Functional Homotopy In Alcohol Dependence: A Resting-State Functional Magnetic Resonance Imaging Study,Neuropsychiatr. Dis. Treat.,2019,"Guo, Linghong; Zhou, Fuqing; Zhang, Ning; Kuang, Hongmei; Feng, Zhen","Feng, Z (corresponding author), Nanchang Univ, Dept Rehabil Med, Affiliated Hosp 1, 17 Yongwaizheng St, Nanchang 330006, Jiangxi, Peoples R China.",Feng,someemail@address.com,"Purpose: Alcohol dependence (AD) is a relapsing mental disorder, typically occurring with concurrent tobacco misuse. Studies have reported disruption of the structural connectivity between hemispheres in the brain of individuals with AD. However, alterations in interhemispheric interactions and the specificity of frequency bands in individuals with AD remain unknown. Voxel-mirrored homotopic connectivity (VMHC) allows examination of functional interactions between mirrored interhemispheric voxels. Here, we use VMHC to investigate homotopic connectivity in AD and alcohol and nicotine co-dependence (AND) subjects. Patients and methods: VMHC and seed-based functional connectivity (FC) in 24 AD, 30 AND, and 35 sex-, age-, and education-matched healthy control (HC) subjects were calculated for different frequency bands (slow-5, slow-4, and typical bands). Results: Individuals with AD demonstrated significantly reduced VMHC in bilateral cerebellum posterior lobe (CPL) and increased VMHC in bilateral middle frontal gyms (MFG) compared to that in HCs in the typical and slow-4 bands; higher VMHC in the MFG was positively correlated with the dependence-severity score. In all bands of the VMHC analysis, no significant differences were found between the AND and other groups. Subsequent seed-based FC analysis demonstrated all regions with abnormal VMHC exhibited altered FC with its counterpart in the contralateral hemisphere in the typical and slow-4 frequency bands. The FC value between bilateral CPL within AD subjects negatively correlated with alcohol intake. Conclusion: Our findings provide further evidence of the role of disruptions within the brain circuitry supporting cognitive control in the development of AD. Alterations in neural activities in the CPL and MFG might be a biomarker of dependence severity in AD patients as assessed using clinical questionnaire and features. Because of the frequency specificity in VMHC, we must consider frequency effects in future AD functional magnetic resonance imaging studies.",2021/12/8,17cc7ac9b0aba1f6,2021/12/28,1,
NIC,Regional Homogeneity Changes in Nicotine Addicts by Resting-State fMRI,PLoS One,2017,"Chen, Hongbo; Mo, Shaofeng","Chen, HB (corresponding author), Guilin Univ Elect Technol, Sch Life & Environm Sci, Guilin, Guangxi, Peoples R China.; Mo, SF (corresponding author), Cent S Univ, Sch Geosci & Infophys, Changsha, Hunan, Peoples R China.",Chen,someemail@address.com,"Objective To reveal the brain functional changes of nicotine addicts compared with those of non-smokers and explore the objective biomarker for nicotine dependence evaluation. Methods A total of 14 smokers and 11 non-smoking controls were recruited for this study. Resting state functional magnetic resonance imaging and regional homogeneity (ReHo) were applied in the neural activity analysis. Two-sample t-test was performed to examine the voxel-wise difference between the smokers and the controls. Correlation analysis between the ReHo values and the Fagerstrom Test for Nicotine Dependence (FTND) scores were performed to explore the biomarkers for the clinical characteristics of smokers. Results The ReHo values from the right superior frontal gyrus of the Brodmann's area (BA) 9 to the right middle frontal gyrus and the ReHo value from the left and right precuneus (BA 23) to the left and right middle cingulum gyrus were lower in the smokers than in the non-smokers. The ReHo value in the precuneus (BA 23) was significantly and positively correlated with the FTND score of smokers. Conclusion The ReHo values in the right superior frontal gyrus and left precuneus can be used to separate the smokers from the non-smokers. In particular, the left precuneus is a potential neuroimaging biomarker for nicotine addicts.",2021/12/8,17cc7ac9c13f6363,2021/12/28,1,
NIC,Cognitive avoidance and aversive cues related to tobacco in male smokers,Addict. Behav.,2017,"Hong, Ji Sun; Kim, Sun Mi; Jung, Hye Yeon; Kang, Kyoung Doo; Min, Kyung Joon; Han, Doug Hyun","Han, DH (corresponding author), Chung Ang Univ Hosp, Dept Psychiat, Heuk Seok Ro 102, Seoul, South Korea.",Han,someemail@address.com,"Background: Treatment using aversive conditioning has been suggested for smoking cessation. The efficacy of this method is thought to be associated with cognitive avoidance. We compare differences in avoidance traits and patterns of associated brain activation in response to cues that induce cravings versus aversion between smokers and non-smokers. Methods: Fifteen smokers and fifteen non-smokers completed cue reactivity tasks while undergoing functional magnetic resonance imaging (fMRI) to examine brain responses to craving-inducing cues (Cr) and aversion inducing cues (Av). Participant avoidant traits were also assessed. Results: Activation of the left frontal subcallosal gyrus in response to Cr was greater in smokers than in nonsmokers. Smokers showed less activation in the right temporal lobe in response to Av than did non-smokers. Brain activation in response to Cr in the left frontal subcallosal gyrus was positively correlated with Fagerstrom Test for Nicotine Dependence (FTND) scores in smokers. Brain activation in response to Av in the right temporal lobe was negatively correlated with the Korean Version of the Cognitive Avoidance Questionnaire (KCAQ) scores in non-smokers. Conclusions: Cognitive avoidance in smokers during aversive stimulation might result in sustaining addictive behaviors. On the other hand, non-smokers may be able to emotionally confront the adverse effects of smoking.",2021/12/8,17cc7ac9faabca93,2021/12/28,1,
NIC,Self-efficacy modulates the neural correlates of craving in male smokers and ex-smokers: an fMRI study,Addict. Biol.,2018,"Ono, Miki; Kochiyama, Takanori; Fujino, Junya; Sozu, Takashi; Kawada, Ryosaku; Yokoyama, Naoto; Sugihara, Genichi; Murai, Toshiya; Takahashi, Hidehiko","Takahashi, H (corresponding author), Kyoto Univ, Grad Sch Med, Dept Psychiat, Shogoin Kawaharacho 54, Kyoto 6068507, Japan.",Takahashi,someemail@address.com,"The regulation of cue-induced craving for cigarettes is a key factor in smoking cessation. Outcomes of smoking cessation have been linked to self-efficacy, faith in one's own ability, in smokers. However, no study has examined the neural basis of self-efficacy during the control of craving. We examined whether self-efficacy can affect the neural response to smoking cues in smokers and ex-smokers using functional magnetic resonance imaging. During scanning, participants were instructed (1) to view smoking-related images passively, (2) to view the smoking-related images with a strategy focused on self-efficacy to control cue-induced craving or (3) to view neutral images. In smokers, the self-efficacy strategy significantly reduced self-reported craving. This strategy was related to increased activation in the rostral medial prefrontal cortex (rmPFC) and the pregenual anterior cingulate cortex in smokers compared with ex-smokers. Furthermore, smokers showed increased effective connectivity between rmPFC and hippocampus and between pregenual anterior cingulate cortex and parahippocampus gyrus when employing the self-efficacy strategy compared with ex-smokers. The magnitude of the rmPFC-hippocampus connectivity was positively correlated with self-reported self-efficacy. Our findings suggest that in smokers, self-efficacy is related to activation and connectivity in brain regions involved in regulating craving and self-assessment. The current study provides evidence for understanding the vunderlying cognitive and neurobiological mechanisms involved in the control of craving to smoke cigarettes.",2021/12/8,17cc7ac9f421ce81,2021/12/28,1,
NIC,Altered subcallosal and posterior cingulate cortex-based functional connectivity during smoking cue and mental simulation processing in smokers,Prog. Neuro-Psychopharmacol. Biol. Psychiatry,2020,"Kim, Joong Il; Lee, Jong Doo; Hwang, Hee-Jin; Ki, Seon Wan; Park, Il Ho; Park, Tae-Yong","Park, IH (corresponding author), Catholic Kwandong Univ, Dept Psychiat & Behav Neurosci, Int St Marys Hosp, 25 Simgok Ro 100Beon Gil, Incheon 227111, South Korea.",Park,someemail@address.com,"Background: Long-term cigarette smoking induces sensitization of incentive salience and conditioning of contextual cues which involves brain function alteration across multiple regions. Understanding how nicotine affects hub-based functional connectivities involved in affective and cognitive function can help us determine the treatment strategy for nicotine dependence. Method: Functional MRI was conducted on 30 smokers and 30 non-smokers while mentally simulating neutral and smoking hand movements. Smoking cue and mental simulation processing-related changes in functional connectivity strengths of the subcallosal and posterior cingulate cortex (SCC and PCC) with major brain network nodes were examined. Results: Compared to non-smokers, smokers showed cue-induced SCC functional connectivities which were enhanced with the intraparietal sulcus and reduced with the medial prefrontal cortex. The PCC activation and functional connectivity enhancements with the anterior insula cortex and rostro-lateral prefrontal cortex was found during smoking mental simulation. The PCC-lateral prefrontal cortex functional connectivity correlated with nicotine dependence severity. Conclusion: The present results demonstrate that smokers can be identified by cue-induced SCC functional connectivity strength decline and increment in the default mode and dorsal attention network nodes. However, nicotine dependence was associated with smoking mental simulation-related PCC-lateral prefrontal cortex functional connectivity strength, suggesting that the development of nicotine dependence may depend on the strength of coupling between the default mode network and the central executive network at the cognitive level.",2021/12/8,17cc7aca078cb659,2021/12/28,1,
ALC/OPI,Identification of Tendency to Alcohol Misuse From the Structural Brain Networks,Front. Syst. Neurosci.,2020,"Yoon, Sujung; Kim, Jungyoon; Hong, Gahae; Kim, Tammy D.; Hong, Haejin; Ha, Eunji; Ma, Jiyoung; Lyoo, In Kyoon","Lyoo, IK (corresponding author), Ewha W Univ, Ewha Brain Inst, Seoul, South Korea.; Lyoo, IK (corresponding author), Ewha W Univ, Dept Brain & Cognit Sci, Seoul, South Korea.; Lyoo, IK (corresponding author), Ewha W Univ, Grad Sch Pharmaceut Sci, Seoul, South Korea.; Lyoo, IK (corresponding author), Univ Utah, Inst Brain, Salt Lake City, UT 84112 USA.; Lyoo, IK (corresponding author), Univ Utah, Dept Psychiat, Salt Lake City, UT 84112 USA.",Lyoo,someemail@address.com,"The propensity to engage in risky behaviors including excessive alcohol consumption may impose increased medical, emotional, and psychosocial burdens. Personality and behavioral traits of individuals may contribute in part to the involvement in risky behaviors, and therefore the classification of one's traits may help identify those who are at risk for future onset of the addictive disorder and related behavioral issues such as alcohol misuse. Personality and behavioral characteristics including impulsivity, anger, reward sensitivity, and avoidance were assessed in a large sample of healthy young adults (n = 475). Participants also underwent diffusion tensor imaging for the analysis of structural brain networks. A data-driven clustering using personality and behavioral traits of the participants identified four subtypes. As compared with individuals clustered into the neutral type, individuals with a high level of impulsivity (A subtype) and those with high levels of reward sensitivity, impulsivity, anger, and avoidance (B subtype) showed significant associations with problem drinking. In contrast, individuals with high levels of impulsivity, anger, and avoidance but not reward sensitivity (C subtype) showed a pattern of social drinking that was similar to those of the neutral subtype. Furthermore, logistic regression analysis with ridge estimators was applied to demonstrate the neurobiological relevance for the identified subtypes according to distinct patterns of structural brain connectivity within the addiction circuitry [neutral vs. A subtype, the area under the receiver operator characteristic curve (AUC) = 0.74, 95% CI = 0.67-0.81; neutral vs. B subtype, AUC = 0.74, 95% CI = 0.66-0.82; neutral vs. C subtype, AUC = 0.77, 95% CI = 0.70-0.84]. The current findings enable the characterization of individuals according to subtypes based on personality and behavioral traits that are also corroborated by neuroimaging data and may provide a platform to better predict individual risks for addictive disorders.",2021/12/8,17cc7aca04a7fdd3,2021/12/28,1,
